pathogen,antibiotic,resistance_level,collection_date,location
Campylobacter,Trimethoprim,Low,2021-12-17,Allenmouth
E. coli,Nitrofurantoin,Low,2020-04-08,Mcdonaldchester
Salmonella,Norfloxacin,High,2022-06-21,Monicaland
E. coli,Doxycycline,High,2023-08-06,East William
Salmonella,Doxycycline,Medium,2020-01-19,Adambury
Campylobacter,Chloramphenicol,High,2023-09-25,Port Andrew
E. coli,Nitrofurantoin,High,2024-11-04,New Desiree
Campylobacter,Ciprofloxacin,Medium,2023-02-28,East Johnathanton
Salmonella,Chloramphenicol,Low,2024-08-24,Laurenville
E. coli,Trimethoprim,Medium,2020-12-11,Port Michael
Campylobacter,Chloramphenicol,Medium,2020-06-15,New Zachary
Salmonella,Norfloxacin,Low,2022-02-19,Sandersbury
Campylobacter,Erythromycin,Low,2022-07-08,Garyfurt
Salmonella,Norfloxacin,Medium,2022-03-02,New Tammy
Campylobacter,Nitrofurantoin,High,2020-12-27,Jocelynmouth
E. coli,Levofloxacin,High,2020-05-08,East Jeremyburgh
Salmonella,Nitrofurantoin,Low,2021-09-19,Marymouth
Salmonella,Azithromycin,Medium,2023-03-13,East Denise
E. coli,Norfloxacin,Medium,2021-05-11,East Emilyborough
Salmonella,Trimethoprim,Low,2020-11-18,New Nicole
Campylobacter,Norfloxacin,Medium,2022-12-13,Williamsport
Campylobacter,Chloramphenicol,Low,2022-09-13,Johnsonmouth
Salmonella,Norfloxacin,Low,2024-05-02,South Williamfort
E. coli,Erythromycin,High,2022-06-11,Lake Randall
E. coli,Doxycycline,Low,2023-12-10,Medinaberg
Salmonella,Nitrofurantoin,Medium,2020-09-15,New Lauriemouth
Salmonella,Norfloxacin,Low,2024-11-08,Ashleyside
Salmonella,Nitrofurantoin,Low,2021-09-21,Graybury
Campylobacter,Gentamicin,Medium,2021-11-06,Clarkstad
Campylobacter,Gentamicin,Low,2023-07-22,North Lawrencechester
E. coli,Chloramphenicol,Low,2021-05-28,Joshuaport
Campylobacter,Gentamicin,High,2023-04-21,Kaylastad
Salmonella,Ciprofloxacin,High,2021-08-25,Gloverton
E. coli,Chloramphenicol,Medium,2020-03-19,East Julie
Salmonella,Azithromycin,Medium,2021-06-19,Vazqueztown
Salmonella,Gentamicin,Low,2020-09-28,Jamesland
Salmonella,Gentamicin,Medium,2020-01-27,New Michael
E. coli,Trimethoprim,Low,2021-03-13,West Tammyshire
Salmonella,Chloramphenicol,Medium,2022-10-15,Port James
Campylobacter,Levofloxacin,High,2023-11-28,East Jessicamouth
Salmonella,Norfloxacin,Low,2022-10-02,Millerton
Campylobacter,Amoxicillin,Low,2020-01-16,East Amyview
E. coli,Nitrofurantoin,Low,2023-11-06,Port Nichole
Salmonella,Doxycycline,High,2021-10-30,North Jennifer
Campylobacter,Gentamicin,Medium,2020-03-23,West Ellen
Salmonella,Ciprofloxacin,Medium,2022-05-08,West Amanda
E. coli,Trimethoprim,High,2022-09-15,Lake Lisastad
Campylobacter,Norfloxacin,High,2021-03-26,Juliefurt
Salmonella,Gentamicin,High,2021-02-24,South Timothyberg
E. coli,Erythromycin,Low,2021-01-26,Jasonshire
Salmonella,Chloramphenicol,Medium,2022-09-27,South Veronica
Campylobacter,Levofloxacin,Medium,2023-02-14,Nicoleburgh
Salmonella,Nitrofurantoin,High,2023-07-24,Camachoton
Salmonella,Ceftriaxone,Low,2020-04-06,Taylorhaven
E. coli,Nitrofurantoin,Medium,2022-02-04,East Jamiehaven
E. coli,Azithromycin,High,2023-06-22,Shellyside
Salmonella,Chloramphenicol,Medium,2022-05-22,Hendersontown
E. coli,Azithromycin,High,2021-06-03,Ginaview
Salmonella,Azithromycin,Low,2023-02-01,Diazport
Campylobacter,Levofloxacin,Low,2021-02-19,East Margaret
E. coli,Nitrofurantoin,Medium,2022-04-26,Liuberg
Salmonella,Chloramphenicol,High,2024-10-09,Loweberg
E. coli,Amoxicillin,Medium,2022-01-06,East Jaimefurt
Salmonella,Nitrofurantoin,Low,2024-02-01,Richchester
Campylobacter,Levofloxacin,Medium,2024-10-09,East Travis
E. coli,Azithromycin,Medium,2020-08-27,Millerside
E. coli,Doxycycline,Medium,2024-02-23,West Carl
Campylobacter,Erythromycin,Medium,2023-05-27,North Shelby
Campylobacter,Trimethoprim,High,2023-10-04,Adamston
Campylobacter,Levofloxacin,High,2021-07-25,Port Susan
Salmonella,Amoxicillin,Low,2021-03-10,New Christine
Campylobacter,Levofloxacin,Medium,2023-10-21,New Brandon
E. coli,Doxycycline,High,2020-04-04,Matthewland
Campylobacter,Ciprofloxacin,High,2020-01-29,Lake Kara
Campylobacter,Levofloxacin,Low,2021-11-05,Rhondastad
E. coli,Norfloxacin,Medium,2020-07-18,Ibarrafurt
Campylobacter,Erythromycin,High,2021-10-17,Lanceshire
Campylobacter,Chloramphenicol,High,2023-06-06,Port Logan
Salmonella,Doxycycline,Medium,2020-01-01,South Cynthia
Salmonella,Norfloxacin,High,2021-08-07,Fostertown
Salmonella,Nitrofurantoin,Medium,2022-04-11,Sheltonport
Salmonella,Ceftriaxone,Medium,2023-11-04,Robertsville
E. coli,Trimethoprim,Low,2022-01-22,Fordville
E. coli,Trimethoprim,High,2020-01-18,Freemanstad
Salmonella,Trimethoprim,Medium,2024-05-07,Lake Danielberg
Campylobacter,Ceftriaxone,High,2020-08-24,Lyonsbury
Salmonella,Ceftriaxone,High,2022-02-16,Lisaport
Campylobacter,Amoxicillin,High,2023-11-24,Port Kirsten
Salmonella,Nitrofurantoin,Medium,2020-08-20,Lake Oliviaberg
Campylobacter,Erythromycin,Medium,2022-10-11,Thomasview
Campylobacter,Chloramphenicol,Low,2020-04-16,South Johnport
E. coli,Doxycycline,Low,2020-07-14,Ortizton
E. coli,Amoxicillin,Medium,2024-05-27,New Christophermouth
E. coli,Chloramphenicol,Medium,2022-09-07,East Paige
E. coli,Erythromycin,Medium,2023-07-12,Heathville
Salmonella,Trimethoprim,High,2020-07-08,East Michelleshire
Salmonella,Levofloxacin,Low,2020-07-30,Port Johnborough
Salmonella,Gentamicin,Medium,2022-01-16,Elizabethton
Campylobacter,Azithromycin,High,2024-01-23,New Tony
Salmonella,Ciprofloxacin,High,2022-09-20,New Michael
Salmonella,Ciprofloxacin,High,2020-10-08,Millsview
E. coli,Trimethoprim,Low,2023-03-23,Port Tracyside
Campylobacter,Gentamicin,Low,2024-06-06,New Ashley
Campylobacter,Levofloxacin,Low,2020-04-15,North Aaronville
E. coli,Gentamicin,Medium,2024-07-18,Wendymouth
E. coli,Trimethoprim,Low,2023-09-10,Sparksstad
E. coli,Doxycycline,High,2020-07-31,Gonzalezview
Salmonella,Trimethoprim,High,2024-05-20,Williamton
Campylobacter,Doxycycline,Low,2021-08-30,West Ashleeville
E. coli,Gentamicin,High,2024-07-13,North Joseph
Salmonella,Levofloxacin,Medium,2024-09-09,New Johnville
Campylobacter,Azithromycin,Medium,2020-07-11,Bishopton
Salmonella,Ciprofloxacin,High,2022-05-02,Leefurt
Campylobacter,Erythromycin,High,2022-06-29,Diazland
E. coli,Nitrofurantoin,Medium,2020-10-27,Ronaldmouth
Campylobacter,Chloramphenicol,Low,2024-08-13,West Laurie
Salmonella,Chloramphenicol,High,2021-06-18,Gordonland
E. coli,Doxycycline,Medium,2023-08-25,Stephaniehaven
E. coli,Amoxicillin,Medium,2023-09-22,Lake Peter
Salmonella,Ciprofloxacin,Low,2021-10-17,Dustinhaven
E. coli,Trimethoprim,Medium,2024-03-21,Jamesfort
Salmonella,Chloramphenicol,High,2024-11-02,Port Sara
E. coli,Levofloxacin,Medium,2022-04-22,South Erintown
Salmonella,Trimethoprim,Medium,2020-02-25,Lake Christopherberg
E. coli,Norfloxacin,Medium,2022-03-07,South Erintown
Salmonella,Norfloxacin,Medium,2021-02-09,Wattsburgh
Campylobacter,Ceftriaxone,Low,2024-04-16,Brownside
Salmonella,Doxycycline,High,2020-09-26,New Heathermouth
Salmonella,Erythromycin,Low,2023-06-19,Sanchezport
Salmonella,Azithromycin,Medium,2021-04-24,New Jefferyberg
Salmonella,Erythromycin,Low,2024-06-25,West Shawnbury
E. coli,Gentamicin,High,2021-09-19,Kathleenmouth
Salmonella,Erythromycin,High,2022-01-15,Lauraton
Salmonella,Ceftriaxone,High,2024-01-16,Rileyton
Campylobacter,Gentamicin,Low,2024-07-21,Lake Nathaniel
Campylobacter,Nitrofurantoin,High,2020-05-03,New George
E. coli,Ciprofloxacin,High,2021-10-09,New Michaelberg
Campylobacter,Ceftriaxone,Medium,2024-03-26,Robertberg
Campylobacter,Azithromycin,High,2023-03-08,Johnmouth
Campylobacter,Ciprofloxacin,Low,2024-08-21,Lake Brianmouth
Salmonella,Norfloxacin,Low,2023-09-10,Leview
E. coli,Ceftriaxone,Low,2023-07-14,Nobleside
E. coli,Azithromycin,High,2020-11-15,North Sherry
Salmonella,Ceftriaxone,High,2022-06-24,South Kylefurt
Campylobacter,Erythromycin,High,2024-04-18,West Crystalfurt
Salmonella,Trimethoprim,Low,2023-08-18,North Marie
Salmonella,Levofloxacin,Low,2021-02-25,North Dawn
Campylobacter,Amoxicillin,Medium,2022-03-30,Daniellefort
Salmonella,Trimethoprim,Low,2020-02-28,South Coreyfurt
E. coli,Erythromycin,Medium,2022-10-15,Lake Nancychester
Campylobacter,Levofloxacin,High,2024-08-15,North David
Campylobacter,Gentamicin,Medium,2022-04-05,Port Andrea
Salmonella,Azithromycin,Medium,2024-08-06,Lopezland
E. coli,Doxycycline,Medium,2022-11-24,North Anne
E. coli,Levofloxacin,High,2024-06-09,North Mary
Campylobacter,Levofloxacin,High,2021-12-01,Russellmouth
E. coli,Erythromycin,High,2023-07-31,Claytonport
Salmonella,Chloramphenicol,High,2024-10-18,South Samuelburgh
E. coli,Doxycycline,High,2022-02-05,Lindaland
E. coli,Doxycycline,Medium,2022-09-27,Lake Travis
Salmonella,Erythromycin,Low,2020-04-20,Christopherton
Salmonella,Ceftriaxone,Low,2023-05-31,North Nicole
E. coli,Nitrofurantoin,Medium,2024-02-26,East Gary
Campylobacter,Erythromycin,Low,2024-07-24,Pricefurt
Salmonella,Chloramphenicol,Low,2021-08-24,Andreaport
Campylobacter,Ceftriaxone,Low,2022-12-11,Mccormickville
Salmonella,Azithromycin,High,2023-12-02,Victoriastad
Salmonella,Azithromycin,Medium,2024-01-22,Kristinborough
Salmonella,Nitrofurantoin,Medium,2020-07-31,South Diane
E. coli,Ceftriaxone,Low,2020-09-26,Pattonfurt
Campylobacter,Trimethoprim,Medium,2024-02-19,Robinsonton
Salmonella,Ceftriaxone,Low,2023-05-17,Lake Stephanie
Campylobacter,Gentamicin,Medium,2023-11-04,Rebeccaland
Salmonella,Ceftriaxone,High,2024-03-19,Justinland
Salmonella,Amoxicillin,High,2023-03-17,Bellville
Salmonella,Doxycycline,Medium,2024-09-29,Theresamouth
Campylobacter,Ceftriaxone,Low,2020-04-11,Lake Stevenbury
Campylobacter,Doxycycline,Medium,2023-04-05,Michellestad
E. coli,Azithromycin,High,2020-08-17,Alexiston
Campylobacter,Chloramphenicol,Medium,2023-06-10,Lucasfurt
Campylobacter,Ceftriaxone,High,2023-02-24,Kylefort
Campylobacter,Chloramphenicol,Low,2023-12-19,Port Kevin
Campylobacter,Nitrofurantoin,Low,2023-04-25,East Virginiamouth
Campylobacter,Amoxicillin,High,2024-02-12,Collinsfurt
Salmonella,Norfloxacin,High,2023-12-21,West Amyland
Campylobacter,Trimethoprim,Medium,2020-01-31,Brooksfort
Campylobacter,Ceftriaxone,Medium,2023-12-26,East Evelyn
Salmonella,Nitrofurantoin,Medium,2022-12-02,Spencerborough
E. coli,Azithromycin,Low,2022-04-06,Georgeview
Salmonella,Chloramphenicol,High,2021-06-28,Davisshire
Salmonella,Ciprofloxacin,High,2023-12-16,Andreaton
Salmonella,Gentamicin,Low,2021-09-01,North Josephview
E. coli,Ceftriaxone,High,2023-09-12,North Kristinafurt
E. coli,Ceftriaxone,Low,2023-02-21,South Craigfort
Campylobacter,Gentamicin,High,2020-12-18,Timothyport
Campylobacter,Gentamicin,Low,2023-01-09,Lopezville
Campylobacter,Gentamicin,High,2022-07-05,South Mark
E. coli,Azithromycin,High,2020-05-23,East Janet
E. coli,Erythromycin,Low,2024-07-27,Port Matthewmouth
E. coli,Chloramphenicol,Medium,2022-10-25,Karlaborough
E. coli,Nitrofurantoin,Low,2022-12-28,New Carolynport
E. coli,Nitrofurantoin,Low,2022-03-17,North Susan
Campylobacter,Azithromycin,Medium,2023-04-12,Lake Joannside
E. coli,Erythromycin,High,2024-08-26,Port Sharon
E. coli,Trimethoprim,High,2022-10-08,Port Joshua
E. coli,Erythromycin,Medium,2020-06-26,Arthurmouth
Salmonella,Erythromycin,Low,2024-06-03,Jenkinston
E. coli,Chloramphenicol,Medium,2021-06-08,Jamesland
E. coli,Azithromycin,Medium,2021-10-01,Danielville
E. coli,Ceftriaxone,Low,2024-09-15,Harpermouth
Campylobacter,Ciprofloxacin,Medium,2022-04-10,Lake Francesfort
E. coli,Levofloxacin,High,2022-05-13,Alichester
Campylobacter,Ceftriaxone,High,2022-01-16,Conleyhaven
E. coli,Gentamicin,Medium,2022-03-19,Lake Amyview
Salmonella,Chloramphenicol,Low,2020-03-17,Carrilloland
E. coli,Ceftriaxone,High,2021-10-09,New Christina
Salmonella,Amoxicillin,Medium,2023-08-19,Liuburgh
Salmonella,Trimethoprim,High,2023-12-20,North Amy
E. coli,Erythromycin,Low,2023-05-13,Lake Danielstad
E. coli,Ceftriaxone,High,2020-12-06,South Charles
E. coli,Azithromycin,Medium,2022-10-20,Edwardmouth
Campylobacter,Nitrofurantoin,Low,2022-07-25,Ericashire
Salmonella,Azithromycin,Low,2020-02-14,Smithland
Salmonella,Ciprofloxacin,Low,2020-10-01,Benjaminmouth
E. coli,Levofloxacin,Low,2022-12-05,Lawsonborough
Salmonella,Chloramphenicol,Low,2023-03-26,Williamsmouth
Salmonella,Amoxicillin,Low,2020-06-05,West Stephanie
Campylobacter,Gentamicin,High,2024-11-13,New Rebecca
Salmonella,Ciprofloxacin,Medium,2023-07-02,South Cassandra
Campylobacter,Norfloxacin,Medium,2023-07-26,East Douglas
Salmonella,Trimethoprim,Low,2023-04-16,North Margaretstad
Campylobacter,Nitrofurantoin,Low,2022-09-10,East Anthonyburgh
Salmonella,Chloramphenicol,High,2024-05-01,West Stephen
Campylobacter,Levofloxacin,Medium,2021-10-11,Wrightberg
Campylobacter,Ciprofloxacin,High,2020-10-05,Riosville
E. coli,Norfloxacin,Medium,2020-05-05,Bridgesfurt
Campylobacter,Amoxicillin,Medium,2023-12-23,Thompsonbury
Salmonella,Norfloxacin,Low,2024-02-28,West Dakotaport
Campylobacter,Amoxicillin,Medium,2022-07-18,North Anthony
E. coli,Trimethoprim,Low,2024-01-13,Amyhaven
Salmonella,Ceftriaxone,Low,2021-08-07,Brandonburgh
Campylobacter,Doxycycline,Medium,2023-04-04,West Dylanchester
E. coli,Azithromycin,Medium,2021-04-25,Flowersbury
Salmonella,Azithromycin,High,2023-10-16,Tylerchester
Campylobacter,Nitrofurantoin,Medium,2022-02-27,Nicoleside
Salmonella,Erythromycin,Low,2024-07-27,Raymondmouth
Campylobacter,Amoxicillin,Medium,2024-07-11,Flemington
E. coli,Norfloxacin,High,2022-12-07,Lambborough
E. coli,Amoxicillin,Low,2023-12-30,Lake Tylerfort
Salmonella,Gentamicin,Low,2022-08-29,East Robert
E. coli,Gentamicin,Low,2021-07-13,Theresastad
E. coli,Azithromycin,Low,2022-04-04,Bryantside
Salmonella,Gentamicin,Low,2022-08-03,Taraberg
Salmonella,Chloramphenicol,Low,2021-03-13,South Michelleberg
E. coli,Amoxicillin,High,2022-08-16,South Edwardfort
E. coli,Amoxicillin,Medium,2020-04-24,North Amandaborough
E. coli,Norfloxacin,Low,2022-10-31,Harperfort
Salmonella,Nitrofurantoin,Medium,2023-02-21,South Maryhaven
Salmonella,Azithromycin,High,2020-02-21,Jenningsborough
E. coli,Trimethoprim,Medium,2021-08-04,East Pamela
Salmonella,Doxycycline,High,2022-01-15,Schwartzland
E. coli,Doxycycline,Medium,2024-10-26,Port Meganport
Campylobacter,Erythromycin,Medium,2022-06-21,Tranville
Salmonella,Amoxicillin,Low,2021-09-13,Katherineport
E. coli,Norfloxacin,High,2020-05-30,Suzannetown
Salmonella,Ciprofloxacin,Low,2022-03-17,West Joseview
Campylobacter,Chloramphenicol,Medium,2021-11-02,Scottville
E. coli,Chloramphenicol,Medium,2023-06-10,North Jacob
Salmonella,Doxycycline,Medium,2023-11-15,Lake Ashley
Campylobacter,Doxycycline,High,2020-02-04,Lewisshire
E. coli,Nitrofurantoin,Medium,2023-10-13,Lake Timhaven
Salmonella,Azithromycin,High,2020-01-18,Nguyenbury
Salmonella,Trimethoprim,Medium,2022-11-27,South Robertside
Salmonella,Trimethoprim,High,2024-06-03,East Williamville
Campylobacter,Norfloxacin,Medium,2023-10-18,West Aaronton
Campylobacter,Norfloxacin,Low,2021-11-14,South Pamelamouth
E. coli,Azithromycin,Medium,2024-02-13,Patriciafort
E. coli,Nitrofurantoin,High,2020-04-29,Parksborough
Salmonella,Nitrofurantoin,Low,2021-02-03,Woodshire
Campylobacter,Doxycycline,Medium,2021-11-27,Lake Dennisburgh
Salmonella,Chloramphenicol,Medium,2022-12-18,Walkerside
Campylobacter,Nitrofurantoin,Low,2024-04-26,Marthamouth
Campylobacter,Trimethoprim,Medium,2022-10-12,South Donaldburgh
Campylobacter,Amoxicillin,Low,2024-10-27,Robinton
Campylobacter,Levofloxacin,Medium,2024-10-10,West Jeremy
Salmonella,Ciprofloxacin,High,2023-10-30,Abigailville
E. coli,Doxycycline,Low,2021-12-17,South Jeffport
E. coli,Erythromycin,Low,2020-01-30,North Arthur
E. coli,Azithromycin,Low,2024-03-22,West Jaimeborough
E. coli,Ciprofloxacin,High,2022-02-10,Aprilchester
Salmonella,Chloramphenicol,High,2021-05-09,Raymondberg
E. coli,Chloramphenicol,Low,2021-08-07,Fernandezview
Campylobacter,Ceftriaxone,High,2021-08-27,East Brittany
Campylobacter,Amoxicillin,Low,2022-10-10,Duaneburgh
Campylobacter,Levofloxacin,High,2020-08-27,Lake Shelbyside
Campylobacter,Azithromycin,Medium,2020-08-23,Erinside
Campylobacter,Ceftriaxone,High,2023-12-15,South Dakota
Campylobacter,Chloramphenicol,Medium,2022-06-22,Kellytown
Campylobacter,Chloramphenicol,Low,2024-02-04,Jacksonborough
E. coli,Amoxicillin,Low,2022-04-07,Jimenezshire
E. coli,Ciprofloxacin,High,2022-12-04,South Monicaton
Salmonella,Azithromycin,High,2022-05-27,Frederickhaven
Campylobacter,Doxycycline,Low,2023-10-11,Bethhaven
Salmonella,Doxycycline,Medium,2022-12-26,Port Danielle
E. coli,Nitrofurantoin,Medium,2022-07-18,West Donald
Salmonella,Doxycycline,High,2020-08-20,Dianaport
Salmonella,Chloramphenicol,Low,2022-07-16,Wayneburgh
Salmonella,Trimethoprim,High,2020-03-23,New Travis
E. coli,Nitrofurantoin,High,2021-05-05,South Perrymouth
Campylobacter,Ciprofloxacin,Low,2023-11-17,Mcclainchester
E. coli,Trimethoprim,High,2021-10-18,East Audrey
E. coli,Amoxicillin,Low,2021-09-01,New Shawn
Salmonella,Trimethoprim,Low,2021-08-15,Marquezville
Salmonella,Trimethoprim,High,2024-01-07,Port Deanborough
Salmonella,Ceftriaxone,High,2023-05-14,Isaiahhaven
E. coli,Doxycycline,High,2023-02-22,North Joshua
Campylobacter,Trimethoprim,High,2023-12-11,North Hollytown
Salmonella,Norfloxacin,Medium,2021-04-16,West Russellhaven
Campylobacter,Azithromycin,High,2020-08-30,Wolfeburgh
E. coli,Amoxicillin,Low,2024-04-03,South Kimberly
Campylobacter,Levofloxacin,High,2021-04-23,Royburgh
Campylobacter,Ceftriaxone,Low,2023-01-15,Katrinachester
Salmonella,Ceftriaxone,Low,2023-07-27,Port Brianhaven
Campylobacter,Levofloxacin,High,2021-06-18,Port Alan
Salmonella,Gentamicin,Low,2022-07-27,North Ariel
E. coli,Azithromycin,Low,2021-02-04,Burtonside
Campylobacter,Erythromycin,Low,2021-07-22,West Howard
E. coli,Azithromycin,Medium,2022-01-13,East Mikaylafurt
E. coli,Ceftriaxone,High,2023-08-12,East Nicholasbury
E. coli,Gentamicin,Medium,2022-06-13,New Barbaramouth
Salmonella,Ciprofloxacin,Medium,2023-11-25,Joelview
Campylobacter,Gentamicin,Low,2022-01-22,West Dustinstad
E. coli,Ceftriaxone,High,2024-01-16,Lake Danielleland
E. coli,Ceftriaxone,Low,2024-09-14,West Maria
Campylobacter,Trimethoprim,Medium,2021-02-01,East Kelsey
Salmonella,Azithromycin,Low,2023-06-03,New Bethanyview
Campylobacter,Doxycycline,Medium,2022-09-01,East Coryton
Salmonella,Azithromycin,High,2024-08-23,East Brittany
E. coli,Chloramphenicol,Medium,2023-05-20,Pamfort
Campylobacter,Trimethoprim,Medium,2021-03-01,Michellemouth
Campylobacter,Ciprofloxacin,Medium,2022-02-18,Lake Robertstad
Campylobacter,Ceftriaxone,Medium,2020-08-13,Michaelport
E. coli,Doxycycline,Medium,2024-06-20,Lauraland
Campylobacter,Ceftriaxone,High,2023-09-30,East Dianatown
Campylobacter,Azithromycin,High,2023-04-12,Lake Matthew
Campylobacter,Gentamicin,Medium,2022-03-19,Crossburgh
Campylobacter,Chloramphenicol,High,2022-09-11,East Bailey
Campylobacter,Nitrofurantoin,High,2021-01-16,Hicksport
Campylobacter,Amoxicillin,Medium,2021-09-29,Kellystad
Salmonella,Ceftriaxone,Medium,2024-09-25,Suzannefort
E. coli,Trimethoprim,High,2023-11-24,Port Victoria
Campylobacter,Trimethoprim,High,2023-07-18,Floresbury
Campylobacter,Norfloxacin,Medium,2022-05-19,South Erin
E. coli,Ciprofloxacin,High,2021-01-21,Fieldsmouth
Salmonella,Ceftriaxone,Medium,2020-08-18,South Brenda
Campylobacter,Nitrofurantoin,Low,2023-11-28,New James
Salmonella,Gentamicin,Medium,2021-03-27,Dianafurt
Campylobacter,Trimethoprim,High,2021-11-25,Raymondstad
Salmonella,Doxycycline,Low,2024-08-21,Lindsaychester
E. coli,Norfloxacin,High,2020-08-18,Reyesview
Salmonella,Erythromycin,Medium,2022-10-22,Aliciamouth
E. coli,Amoxicillin,Low,2020-12-02,North Joanmouth
Salmonella,Erythromycin,Medium,2022-01-29,West Dawn
Campylobacter,Erythromycin,High,2020-10-29,New Jeffreyview
Campylobacter,Erythromycin,Medium,2021-10-27,West Lisa
Campylobacter,Ciprofloxacin,Medium,2020-10-08,Markside
Salmonella,Ceftriaxone,Low,2023-06-17,New Erik
E. coli,Ciprofloxacin,High,2024-02-03,Simpsonfurt
Campylobacter,Chloramphenicol,High,2024-10-28,West Allison
Campylobacter,Nitrofurantoin,Low,2023-01-28,East Justinfort
E. coli,Erythromycin,Medium,2021-01-07,South Adam
Campylobacter,Chloramphenicol,Low,2023-07-25,Catherineton
Campylobacter,Ceftriaxone,High,2020-12-18,East Eric
Campylobacter,Chloramphenicol,Medium,2021-11-17,Edwardton
Salmonella,Trimethoprim,Low,2022-02-28,Jamesfurt
E. coli,Norfloxacin,Medium,2022-09-17,Munozhaven
E. coli,Ceftriaxone,High,2023-05-02,Erinland
Salmonella,Ciprofloxacin,Medium,2024-07-21,West John
